'INCIDENT REGION','RESPONSE TYPE','INCIDENT START DATE','INCIDENT START TIME','SUBJECT NUMBER','SUBJECT GENDER','SUBJECT AGE','SUBJECT STATE','SUBJECT COUNTRY',ACTIVITY,SITUATION,'LOCATION FOUND LATITUDE','LOCATION FOUND LONGITUDE','LOCATION FOUND ELEVATION','FOUND IN SEARCH AREA',TECHNIQUE,'NUMBER OF RANGERS INVOLVED','OTHER AGENCY INVOLVEMENT','LAST KNOWN POINT LAND CLASS','LAST KNOWN POINT STATE LAND NAME','LAST KNOWN POINT COUNTY','LAST KNOWN POINT MUNICIPALITY','INCIDENT ADIRONDACK PARK','INCIDENT CATSKILL PARK','INCIDENT CLOSED DATE','INCIDENT CLOSED TIME'
5,Search,10/12/2015,'10:10 AM',2,F,22,NY,US,Hiking,Lost,44.18876,-73.8165,1525,FALSE,'Assist/own power',3,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,10/13/2015,'2:00 AM'
8,Search,08/02/2015,'8:15 AM',1,M,35,NY,US,Criminal,Fugitive,42.59501,-77.62325,1848,FALSE,?,4,TRUE,'Private Land',unknown,LIVINGSTON,'MOUNT MORRIS',FALSE,FALSE,08/07/2015,'8:29 AM'
5,Search,07/11/2013,'6:00 AM',3,F,25,NY,US,Hiking,Lost,43.54433,-73.95024,2020,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Wilcox Wild Forest',WARREN,JOHNSBURG,TRUE,FALSE,07/11/2013,'12:00 PM'
4,Rescue,05/14/2015,'5:41 AM',1,M,66,NY,US,Hiking,Illness,42.19129,-74.03659,2440,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,05/14/2015,'9:30 AM'
5,Search,03/15/2016,'3:05 AM',1,M,23,NY,US,Hiking,Lost,44.39917,-73.43928,879,TRUE,'Assist/own power',2,FALSE,'Private Land',Private,ESSEX,WILLSBORO,TRUE,FALSE,03/15/2016,'5:03 AM'
5,Search,12/23/2013,'11:58 AM',3,M,55,NY,US,Hiking,Stranded,44.06639,-73.99313,2069,TRUE,'Assist/own power',2,TRUE,'Conservation Easement','High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,12/24/2013,'5:30 AM'
5,Rescue,10/01/2014,'3:01 AM',1,F,19,MI,US,Hiking,Illness,44.18722,-73.85113,3719,FALSE,'Aircraft evacuation',6,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,10/01/2014,'5:00 AM'
5,Rescue,01/08/2014,'12:40 PM',1,F,59,NY,US,Stranded,Injured,43.64437,-73.89143,912,FALSE,'Carry out by foot',5,TRUE,'Private Land',NONE,WARREN,CHESTER,TRUE,FALSE,01/08/2014,'2:30 AM'
4,Search,08/18/2014,'9:00 AM',2,M,16,NY,US,Hiking,Lost,42.1284,-74.06221,2113,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,08/19/2014,'3:00 AM'
5,Search,12/25/2013,'10:05 AM',1,M,52,NY,US,Hiking,Overdue,44.18906,-73.82129,1640,TRUE,'Assist/own power',3,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,12/26/2013,'12:45 PM'
5,Search,09/18/2013,'6:44 AM',1,F,85,NY,US,Walking,Illness,44.87822,-73.52683,350,TRUE,'Vehicle/boat evacuation',5,TRUE,'Private Land',Private,CLINTON,CHAZY,TRUE,FALSE,09/18/2013,'11:15 AM'
5,Recovery,08/04/2013,'11:30 AM',1,M,63,MA,US,Hiking,Illness,44.12027,-73.9179,4333,FALSE,'Aircraft evacuation',6,TRUE,'Forest Preserve','High Peaks',ESSEX,KEENE,TRUE,FALSE,08/04/2013,'4:00 AM'
5,Rescue,08/13/2015,'12:21 PM',6,F,27,NY,US,Hiking,Stranded,44.10153,-73.99089,2400,FALSE,'Technical Rope',5,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,08/13/2015,'8:30 AM'
5,Rescue,06/23/2014,'8:00 AM',1,F,31,NY,US,Hiking,Injured,44.15701,-73.95086,2365,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,06/23/2014,'10:00 AM'
5,Search,05/27/2014,'4:48 AM',2,M,21,NJ,US,Hiking,Lost,43.87365,-74.4698,2200,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Sargent Ponds Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,05/27/2014,'8:00 AM'
1,Recovery,08/19/2013,'7:30 AM',1,M,43,NY,US,Despondent,Overdue,40.91529,-72.93799,107,FALSE,'Vehicle/boat evacuation',3,TRUE,'Other DEC Land','Rocky Point NRMA',SUFFOLK,BROOKHAVEN,FALSE,FALSE,08/20/2013,'11:30 AM'
5,Search,07/01/2014,'6:30 AM',1,M,52,NY,US,Hiking,Lost,44.15445,-73.72586,4000,TRUE,'Assist/own power',6,FALSE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,07/01/2014,'11:12 AM'
8,Search,09/06/2014,'4:35 AM',1,M,23,NY,US,Hiking,Lost,42.61535,-77.38109,1460,TRUE,'Assist/own power; Vehicle/boat evacuation',2,TRUE,'Wildlife Management Area','Hi Tor WMA',ONTARIO,NAPLES,FALSE,FALSE,09/06/2014,'7:00 AM'
5,Search,11/18/2013,'12:42 PM',1,M,70,NY,US,Hunting,Lost,43.78316,-73.74037,1166,TRUE,'Assist/own power',6,TRUE,'Forest Preserve','Pharaoh Lake Wilderness Area',WARREN,HORICON,TRUE,FALSE,11/18/2013,'6:00 AM'
9,Search,08/06/2014,'7:00 AM',1,M,21,NY,US,Camping,Missing,42.22451,-78.69875,1784,FALSE,?,2,TRUE,'State Forests','McCarty Hill SF',CATTARAUGUS,'GREAT VALLEY',FALSE,FALSE,08/06/2014,'11:59 AM'
5,Search,06/23/2013,'7:20 AM',2,F,11,NY,US,Hiking,Missing,44.29912,-74.36975,1608,TRUE,'Assist/own power',3,TRUE,'DEC Campground','Fish Creek Campground',FRANKLIN,'SANTA CLARA',TRUE,FALSE,06/24/2013,'9:00 AM'
5,Rescue,03/18/2014,'1:46 AM',1,F,70,NY,US,Skiing,Injured,43.79023,-74.79264,1840,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HAMILTON,INLET,TRUE,FALSE,03/18/2014,'3:30 AM'
6,Search,08/27/2014,'9:00 AM',4,F,6,NY,US,Hiking,Stranded,43.794,-74.78684,1998,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HAMILTON,INLET,TRUE,FALSE,08/28/2014,'1:00 AM'
4,Search,01/21/2014,'1:15 AM',1,M,49,NY,US,Hiking,Illness,42.28328,-74.10789,2368,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Windham Blackhead Wilderness Area',GREENE,WINDHAM,FALSE,TRUE,01/21/2014,'5:00 AM'
5,Rescue,05/29/2014,'2:50 AM',1,M,21,NY,US,Hiking,Illness,44.17754,-74.322,1562,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','High Peaks Wilderness',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,05/29/2014,'5:30 AM'
5,Rescue,08/10/2013,'6:00 AM',1,F,54,NY,US,Hiking,Injured,44.19939,-74.31391,1564,FALSE,'Assist/own power',2,FALSE,'Forest Preserve','High Peaks Wilderness',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,08/10/2013,'7:45 AM'
5,Rescue,08/29/2015,'5:02 AM',1,F,77,NY,US,Hiking,Illness,44.16041,-73.85546,2220,TRUE,'Aircraft evacuation',3,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,08/29/2015,'8:00 AM'
5,Rescue,09/18/2015,'11:30 AM',1,F,24,NY,US,Hiking,Injured,44.18669,-74.01387,3500,TRUE,'Assist/own power; Carry out by foot',4,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,09/18/2015,'7:00 AM'
5,Search,10/10/2013,'7:40 AM',2,F,67,NY,US,Hiking,Overdue,44.02581,-73.81925,2100,TRUE,'Assist/own power',2,TRUE,'Conservation Easement','Bloomingdale Easement',ESSEX,'NORTH HUDSON',TRUE,FALSE,10/10/2013,'10:00 AM'
5,Search,07/16/2014,'5:25 AM',1,M,12,NY,US,Hiking,Lost,43.54943,-73.55607,1335,TRUE,'Assist/own power',5,TRUE,'Forest Preserve','Lake George WF',WASHINGTON,DRESDEN,TRUE,FALSE,07/16/2014,'9:30 AM'
5,Recovery,08/09/2015,'7:18 AM',3,M,68,NY,US,Aircraft,Overdue,44.40346,-74.19081,1656,TRUE,?,3,TRUE,'Private Land','Paul Smiths College Easement',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,08/09/2015,'8:30 AM'
5,Search,09/14/2013,'1:34 AM',1,M,42,NY,US,Walking,Lost,42.95751,-74.38314,380,FALSE,?,3,TRUE,'Private Land',N/A,HAMILTON,WELLS,TRUE,FALSE,09/14/2013,'9:13 AM'
9,Search,05/25/2016,'9:00 AM',1,F,20,NY,US,Hiking,Lost,42.24469,-79.57877,1239,TRUE,'Assist/own power',1,TRUE,'Private Land',NA,CHAUTAUQUA,CHAUTAUQUA,FALSE,FALSE,05/25/2016,'11:55 AM'
9,Search,05/22/2016,'10:11 AM',1,F,14,NY,US,'Off road vehicle/ATV',Lost,42.13472,-78.20513,1847,TRUE,'Assist/own power',2,TRUE,'Private Land',none,ALLEGANY,CLARKSVILLE,FALSE,FALSE,05/23/2016,'12:10 PM'
6,Search,08/21/2013,'12:55 PM',1,M,70,NY,US,Walking,Lost,44.14783,-74.62821,1775,TRUE,'Assist/own power',8,TRUE,'Forest Preserve','Horseshoe Lake Wild Forest','ST LAWRENCE',PIERCEFIELD,TRUE,FALSE,08/21/2013,'4:30 AM'
7,Search,03/04/2015,'6:42 AM',1,M,19,NY,US,Runaway,Missing,43.06353,-76.19949,401,FALSE,'Carry out by foot',4,TRUE,'Private Land',N/A,ONONDAGA,GEDDES,FALSE,FALSE,06/28/2015,'8:03 AM'
3,Search,12/18/2015,'6:00 AM',1,F,47,NY,US,Hiking,Lost,42.01335,-74.3654,1964,TRUE,'Assist/own power',17,TRUE,'Forest Preserve','Slide Mountain Wilderness Area',ULSTER,SHANDAKEN,FALSE,TRUE,12/19/2015,'12:00 PM'
5,Search,08/11/2014,'2:40 AM',2,F,56,NY,US,Hiking,Lost,44.10118,-73.87904,997,FALSE,'Assist/own power',1,FALSE,'Forest Preserve','Wilcox Lake',SARATOGA,CORINTH,TRUE,FALSE,08/11/2014,'5:00 AM'
6,Recovery,04/19/2015,'12:56 PM',1,M,62,NY,US,Hiking,Overdue,43.73859,-74.91317,2336,TRUE,'Carry out by foot; Technical Rope',2,TRUE,'Forest Preserve','Fulton Chain Wild Forest',HERKIMER,WEBB,TRUE,FALSE,04/19/2015,'7:30 AM'
5,Search,07/27/2015,'11:00 AM',1,M,40,NY,US,Hiking,Overdue,43.23473,-73.72646,1120,TRUE,'Assist/own power',1,TRUE,'OPRHP State Land','Moreau State Park',SARATOGA,MOREAU,FALSE,FALSE,07/28/2015,'1:15 AM'
5,Search,09/01/2015,'6:10 AM',1,M,52,NY,US,Hiking,Lost,43.55881,-73.58478,740,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,09/02/2015,'12:00 PM'
5,Search,04/12/2016,'12:40 PM',2,F,40,NY,US,Hiking,Lost,44.04585,-73.7966,2690,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Dix Mountain Wilderness',ESSEX,'NORTH HUDSON',TRUE,FALSE,04/12/2016,'6:15 AM'
5,Search,07/07/2015,'3:59 AM',1,F,61,NY,US,Hiking,Lost,43.73705,-74.16692,1848,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Siamese Ponds Wilderness',WARREN,JOHNSBURG,TRUE,FALSE,07/07/2015,'11:00 AM'
5,Rescue,11/03/2015,'5:19 AM',3,F,25,NY,US,Hiking,Stranded,43.35501,-73.42323,1840,FALSE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,11/03/2015,'9:00 AM'
5,Rescue,07/17/2015,'6:22 AM',1,M,27,NY,US,Camping,Injured,44.00127,-74.74887,1736,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','William C Whitney Wilderness',HAMILTON,'LONG LAKE',TRUE,FALSE,07/17/2015,'10:00 AM'
4,Search,10/18/2014,'2:20 AM',1,M,11,NY,US,Runaway,Missing,42.69616,-73.845,266,FALSE,'Vehicle/boat evacuation',3,TRUE,'Other DEC Land','Albany Pine Bush Preserve',ALBANY,ALBANY,FALSE,FALSE,10/18/2014,'3:30 AM'
5,Rescue,01/12/2015,'2:53 AM',1,M,51,NY,US,Hiking,Illness,44.11492,-73.79874,3216,TRUE,'Assist/own power; Vehicle/boat evacuation',8,TRUE,'Forest Preserve','Dix Wilderness',ESSEX,KEENE,TRUE,FALSE,01/12/2015,'10:00 AM'
5,Rescue,07/06/2015,'12:10 PM',1,F,16,NY,US,Swimming,Injured,43.55305,-73.60201,415,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,07/06/2015,'1:45 AM'
5,Rescue,09/11/2015,'3:02 AM',2,M,30,NY,US,Hiking,Injured,43.89492,-74.0841,3185,TRUE,'Assist/own power',4,FALSE,'Forest Preserve','Vanderwhacker Mountain Wild Forest',ESSEX,MINERVA,TRUE,FALSE,09/11/2015,'9:00 AM'
5,Rescue,08/24/2014,'11:45 AM',4,M,31,FL,US,Hiking,Lost,44.10798,-73.71605,1800,FALSE,'Assist/own power',2,FALSE,'Forest Preserve','Dix Wilderness',ESSEX,KEENE,TRUE,FALSE,08/24/2014,'2:45 AM'
5,Rescue,05/30/2016,'11:10 AM',1,F,82,NY,US,Fishing,Injured,44.35265,-73.86081,1259,TRUE,'Technical Rope',5,TRUE,'Forest Preserve','Whiteface Intensive Use',ESSEX,WILMINGTON,TRUE,FALSE,05/30/2016,'2:41 AM'
5,Rescue,01/31/2016,'6:36 AM',1,M,40,NY,US,Snowmobile,Injured,43.76915,-74.71028,2057,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Moose River Plains wild forest',HAMILTON,INLET,TRUE,FALSE,01/31/2016,'8:30 AM'
5,Search,12/07/2015,'4:57 AM',2,F,27,NY,US,Hiking,Lost,44.15109,-73.75734,1821,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,12/07/2015,'6:20 AM'
9,Rescue,08/14/2014,'10:35 AM',2,F,18,na,IL,Hiking,Stranded,42.2766,-79.55834,1100,TRUE,'Assist/own power; High Angle; Technical Rope',2,TRUE,'Private Land',none,CHAUTAUQUA,CHAUTAUQUA,FALSE,FALSE,08/15/2014,'9:30 AM'
5,Rescue,09/18/2014,'12:17 PM',1,F,59,NY,US,Hiking,Injured,43.42445,-73.7293,1040,FALSE,'Carry out by foot',2,TRUE,'Forest Preserve','Lake George Wild Forest',WARREN,'LAKE GEORGE',TRUE,FALSE,09/18/2014,'1:55 AM'
5,Rescue,05/23/2016,'5:15 AM',1,F,47,NY,US,Hiking,Lost,44.13134,-73.84277,3850,TRUE,'Assist/own power',4,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,05/23/2016,'10:30 AM'
5,Search,08/15/2013,'9:24 AM',2,F,54,NY,US,Hiking,Lost,43.49858,-73.77216,745,TRUE,'Assist/own power',1,TRUE,'Other Municipal Land','Hackensack Mt (t/o Warrensburg)',WARREN,WARRENSBURG,FALSE,FALSE,08/15/2013,'9:59 AM'
5,Search,03/21/2016,'7:10 AM',1,F,27,NY,US,Hiking,Stranded,43.59804,-73.56463,320,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Lake George Wildforest',WASHINGTON,DRESDEN,FALSE,FALSE,03/21/2016,'9:30 AM'
5,Search,06/20/2014,'3:00 AM',1,M,31,NY,US,Hiking,Lost,43.48227,-73.57604,1042,FALSE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,06/20/2014,'6:45 AM'
3,Search,06/17/2015,'5:00 AM',8,F,?,NY,US,Camping,Lost,42.04389,-74.39555,3030,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Slide Mtn Wilderness',ULSTER,SHANDAKEN,FALSE,TRUE,06/17/2015,'12:00 PM'
4,Rescue,10/10/2015,'1:50 AM',1,F,52,NY,US,Hiking,Injured,42.21033,-74.03076,2400,TRUE,'Assist/own power',2,FALSE,'DEC Campground','North South Lake Campground',GREENE,HUNTER,FALSE,TRUE,10/10/2015,'7:00 AM'
8,Search,07/26/2014,'10:01 AM',1,M,45,NY,US,Walking,Missing,42.57086,-77.40215,1513,FALSE,'Assist/own power',3,TRUE,'Private Land',N/A,STEUBEN,PRATTSBURGH,FALSE,FALSE,07/28/2014,'5:38 AM'
5,Search,04/15/2015,'12:20 PM',1,M,30,QC,CA,Hiking,Overdue,44.15347,-74.08117,1290,FALSE,'Assist/own power',8,FALSE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,04/15/2015,'2:07 AM'
5,Rescue,06/09/2015,'1:54 AM',1,F,76,NY,US,Hiking,Injured,44.18762,-73.97464,2410,TRUE,'Carry out by foot',6,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,06/09/2015,'6:00 AM'
5,Search,02/25/2014,'7:03 AM',1,M,53,NY,US,Climbing:Rock/Ice,Overdue,44.18825,-73.81697,1400,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,03/25/2014,'10:00 AM'
6,Search,09/23/2015,'11:45 AM',1,M,54,NY,US,Despondent,Illness,43.01957,-74.9728,360,TRUE,'Assist/own power',2,TRUE,'Private Land','Private Land',HERKIMER,HERKIMER,FALSE,FALSE,09/24/2015,'4:00 AM'
5,Rescue,10/30/2015,'9:48 AM',1,M,59,NY,US,'Off road vehicle/ATV',Injured,43.87324,-74.40245,3700,FALSE,'Assist/own power; Vehicle/boat evacuation',9,TRUE,'Forest Preserve','Blue Mt Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,10/30/2015,'2:00 AM'
5,Rescue,08/03/2015,'8:44 AM',1,M,22,NY,US,Hiking,Illness,44.16077,-73.85539,2203,FALSE,'Carry out by foot; Vehicle/boat evacuation',4,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,KEENE,TRUE,FALSE,08/04/2015,'3:20 AM'
5,Search,04/16/2016,'8:10 AM',1,M,22,AL,US,Hiking,Lost,43.89666,-74.0875,3119,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Vanderwhacker Mountain Wild Forest',ESSEX,MINERVA,TRUE,FALSE,04/16/2016,'11:59 AM'
5,Rescue,01/19/2015,'3:00 AM',1,M,17,NY,US,Hiking,Injured,43.86822,-74.40926,3200,FALSE,'Carry out by foot; Technical Rope',5,TRUE,'Forest Preserve','Blue Mountain Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,01/19/2015,'6:15 AM'
4,Rescue,07/06/2014,'12:45 PM',1,F,23,NY,US,Hiking,Injured,42.19129,-74.07047,1489,FALSE,'Carry out by foot',6,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,07/06/2014,'1:15 AM'
5,Search,07/23/2014,'4:06 AM',4,M,8,NJ,US,Hiking,Lost,43.40078,-73.74839,1060,TRUE,'Assist/own power; Carry out by foot',3,FALSE,'Other Municipal Land','Berry Pond Preserve/ Lake George Rec Area',WARREN,'LAKE GEORGE',TRUE,FALSE,07/23/2014,'6:00 AM'
5,Search,07/04/2015,'11:34 AM',2,M,79,NY,US,Hiking,Lost,43.73128,-74.27841,1685,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Siamese Ponds Wilderness',HAMILTON,'INDIAN LAKE',TRUE,FALSE,07/05/2015,'6:00 AM'
5,Search,03/16/2016,'9:20 AM',1,M,26,ON,CA,Hiking,Lost,44.54016,-74.49753,2140,TRUE,'Assist/own power',9,TRUE,'Forest Preserve','DeBar Mountain Wild Forest',FRANKLIN,WAVERLY,TRUE,FALSE,03/16/2016,'11:59 AM'
5,Search,08/15/2015,'8:41 AM',3,M,23,NY,US,Hiking,Overdue,43.58107,-73.61619,1200,TRUE,'Assist/own power',4,TRUE,'State Forests','Tongue Mountain Range',WARREN,BOLTON,TRUE,FALSE,08/16/2015,'6:00 AM'
5,Search,09/12/2013,'2:00 AM',1,M,46,MA,US,Despondent,Missing,44.1268,-73.72988,1760,TRUE,'Carry out by foot',20,TRUE,'Forest Preserve','Dix Wilderness',ESSEX,KEENE,TRUE,FALSE,10/14/2013,'5:30 AM'
8,Search,07/21/2013,'2:45 AM',1,M,11,NY,US,Runaway,Missing,42.19707,-77.40633,1074,TRUE,'Vehicle/boat evacuation',1,TRUE,'Private Land','Cameron State Forest',STEUBEN,CAMERON,FALSE,FALSE,07/21/2013,'3:58 AM'
6,Search,11/19/2014,'5:15 AM',1,M,50,NY,US,Hunting,Lost,44.87655,-75.14033,250,TRUE,'Vehicle/boat evacuation',2,TRUE,'OPRHP State Land','Coles Creek State Park','ST LAWRENCE',WADDINGTON,FALSE,FALSE,11/19/2014,'8:00 AM'
5,Search,03/31/2015,'10:40 AM',1,M,64,NY,US,Despondent,Missing,43.80022,-74.22941,1560,TRUE,Swiftwater,9,TRUE,'Private Land','Private Land above Hudson River Gorge',HAMILTON,'INDIAN LAKE',TRUE,FALSE,04/01/2015,'11:30 AM'
8,Search,05/21/2015,'11:30 AM',1,M,55,ME,US,Hiking,Overdue,42.81178,-77.18379,1087,TRUE,'Assist/own power',3,TRUE,'Private Land',N/A,ONTARIO,GORHAM,FALSE,FALSE,05/22/2015,'7:00 AM'
5,Search,08/05/2014,'5:55 AM',3,M,71,MD,US,Hiking,Lost,43.50107,-73.76803,780,TRUE,'Assist/own power',2,FALSE,'Other Municipal Land','Hackensack Mountain (Town Property)',WARREN,WARRENSBURG,TRUE,FALSE,08/05/2014,'8:00 AM'
8,Rescue,07/02/2014,'7:00 AM',2,M,14,AL,US,Hiking,Overdue,42.71987,-77.61382,910,TRUE,'Vehicle/boat evacuation',2,TRUE,'State Forests','Hem-Can SF',ONTARIO,CANADICE,FALSE,FALSE,07/02/2014,'11:00 AM'
5,Search,09/21/2013,'1:50 AM',1,M,45,NY,US,Fishing,Overdue,44.643,-74.20234,1464,TRUE,'Carry out by foot',5,TRUE,'Forest Preserve','Debar WIl;d Forest',FRANKLIN,DUANE,TRUE,FALSE,09/21/2013,'10:00 AM'
5,Rescue,06/19/2015,'12:00 PM',1,M,51,MI,US,Hiking,Injured,44.36604,-73.84131,1125,TRUE,'Technical Rope',1,TRUE,'Forest Preserve','Wilmington Wild Forest',ESSEX,WILMINGTON,TRUE,FALSE,06/19/2015,'6:00 AM'
5,Rescue,06/03/2015,'12:58 PM',1,M,15,NY,US,Hiking,Lost,43.70904,-74.3506,2075,TRUE,'Assist/own power',7,TRUE,'Forest Preserve','Jessup River Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,06/03/2015,'4:00 AM'
5,Search,08/23/2013,'9:00 AM',1,F,54,NY,US,Hiking,Lost,44.16264,-73.95151,2691,TRUE,'Assist/own power; Vehicle/boat evacuation',2,TRUE,'Forest Preserve','High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,08/23/2013,'10:51 AM'
5,Recovery,11/26/2013,'11:48 AM',1,M,62,NY,US,Hunting,Overdue,43.55556,-74.45661,1750,TRUE,'Vehicle/boat evacuation',4,TRUE,'Conservation Easement','Lake Pleasant',HAMILTON,'LAKE PLEASANT',TRUE,FALSE,11/26/2013,'4:00 AM'
6,Rescue,03/10/2014,'1:53 AM',1,F,30,NY,US,Hiking,Injured,43.44165,-74.54527,2322,TRUE,'Carry out by foot',6,TRUE,'Forest Preserve','Fulton Chain Mt Range',HERKIMER,WEBB,TRUE,FALSE,03/10/2014,'8:45 AM'
5,Rescue,09/02/2014,'7:14 AM',1,M,31,NY,US,Boating,Stranded,44.6596,-73.4015,95,FALSE,'Vehicle/boat evacuation',2,TRUE,'Other DEC Land','Lake Champlain',CLINTON,PLATTSBURGH,FALSE,FALSE,09/02/2014,'9:00 AM'
3,Search,10/26/2014,'8:00 AM',1,M,52,NY,US,Hunting,Overdue,41.19567,-74.68812,2198,TRUE,'Assist/own power',4,TRUE,'Forest Preserve','Willwemoc Wild Forest',SULLIVAN,NEVERSINK,FALSE,TRUE,10/26/2014,'10:00 AM'
5,Search,09/03/2013,'12:00 PM',1,F,49,NY,US,Hiking,Lost,43.58657,-73.69151,1665,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,FALSE,FALSE,09/03/2013,'10:00 AM'
5,Search,04/30/2015,'6:50 AM',2,F,14,NY,US,Walking,Lost,44.27481,-74.01889,1780,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,04/30/2015,'9:15 AM'
6,Search,10/08/2013,'8:03 AM',1,F,?,NY,US,Hiking,Lost,43.74312,-74.90567,2231,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Fulton Chain Wildforest',HERKIMER,WEBB,TRUE,FALSE,10/08/2013,'11:17 AM'
5,Rescue,07/30/2013,'4:43 AM',1,F,28,NJ,US,Hiking,Injured,44.0823,-73.7865,4800,FALSE,'Aircraft evacuation; Technical Rope',9,TRUE,'Forest Preserve','Dix Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,07/31/2013,'12:00 PM'
4,Search,07/24/2013,'7:30 AM',2,F,25,NY,US,Hiking,Lost,42.2197,-74.04064,2928,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Windham Blackhead Range Wilderness Area',GREENE,HUNTER,FALSE,TRUE,07/24/2013,'10:00 AM'
5,Search,10/02/2014,'5:30 AM',1,F,34,NH,US,Hiking,Overdue,44.10332,-74.06068,1886,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,NEWCOMB,TRUE,FALSE,10/02/2014,'8:09 AM'
5,Search,06/22/2015,'7:04 AM',2,F,26,NY,US,Hiking,Lost,44.2154,-73.54919,3117,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','McKenzie Mt Wilderness',ESSEX,WILMINGTON,TRUE,FALSE,06/23/2015,'1:20 AM'
9,Search,07/31/2014,'8:36 AM',1,F,22,NY,US,Despondent,Lost,42.39967,-78.25763,1559,TRUE,'Assist/own power',2,TRUE,'Other Municipal Land',na,ALLEGANY,RUSHFORD,FALSE,FALSE,07/31/2014,'11:00 AM'
5,Rescue,08/19/2015,'8:40 AM',1,M,39,OR,US,Swimming,Overdue,44.34954,-74.33235,1614,FALSE,'Carry out by foot',3,TRUE,'Private Land',Private,FRANKLIN,'SANTA CLARA',TRUE,FALSE,08/19/2015,'12:00 PM'
